Rank,Validator Name,Validator Vote Account,Active Stake (SOL),Percentage of total stake (%),Cumulative Stake (%),Issuance Rewards Commission (%),Jito MEV Commission Rate (%),Issuance Revenue (SOL),Issuance Revenue as % of Total Revenue (%),Jito MEV Revenue (SOL),Jito MEV Revenue as % of Total Revenue (%),Block Rewards Revenue (SOL),Block Rewards Revenue as % of Total Revenue (%),Total Revenue (SOL),Server Cost (SOL),Voting Cost (SOL),Profit(SOL),Profitable
792,,CXh8KqaBF4u5qCszQQKyPmQVinx5TA557Vm2oCTpwsVN,25002.33,0.00007,0.974,0.1,0,171.83,0.3447,0,0,326.6,0.6553,498.43,133.33,365,0.09,BREAKEVEN
793,Khaos,DhU3Q2NoCxU5ArXJWm3zxFDRuBiPU4fGrJ8kUasPxMnQ,24955.42,0.00007,0.975,0.05,0.1,85.75,0.1923,34.31,0.0769,325.98,0.7308,446.05,133.33,365,-52.28,NO
794,Solodron |💎 0% Fee + MEV,7LR33GiYcNS333LpdccyytkfPUytcZt3ZnVn7CRvW4pT,24907.13,0.00007,0.975,0,0.1,0,0,34.25,0.0952,325.35,0.9048,359.6,133.33,365,-138.73,NO
795,Han SOLana + Wookiee MEV,EijMpL5u45wg1ZTJZa4i7DvUsn8um8s5woVJsNmvCpTP,24897.23,0.00007,0.975,0,0,0,0,0,0,325.22,1,325.22,133.33,365,-173.11,NO
796,Golden Man,DNK1bxnRtsg3Xvif2wHbPsVjAJvoP2EQmwsTxtQbjAmh,24877.21,0.00007,0.975,0,0,0,0,0,0,324.96,1,324.96,133.33,365,-173.37,NO
797,❄❄❄️,EkLA4nA5jtM2t2FkNWo6XWAyvQyaJJUZoX5p7LMawoaz,24747.04,0.00007,0.975,0.05,0.1,85.04,0.1923,34.03,0.0769,323.26,0.7308,442.33,133.33,365,-56.01,NO
798,DAIN,AEtdq4CwtuktCEUWLLpRTNPBZs6tr7BBqxkHJ1DjAttR,24719.22,0.00007,0.975,0.05,0.1,84.94,0.1923,33.99,0.0769,322.9,0.7308,441.83,133.33,365,-56.5,NO
799,isillien,AdtBv6jyEjY74XhkxZkowMuGfV1r58j44WCRyeToic99,24665.59,0.00007,0.975,0.05,0.1,84.76,0.1923,33.92,0.0769,322.2,0.7308,440.87,133.33,365,-57.46,NO
800,,HYjVeaM7XjdVPVUR2xkSDRDKUvaz1VaVAxn4RTj2gwDu,24567.36,0.00007,0.975,0.05,0.1,84.42,0.1923,33.78,0.0769,320.91,0.7308,439.12,133.33,365,-59.22,NO
801,OrbitFlare Validator,68q1YeY3QJoL3DF3umVKkCFARYh931sQTbZbRtYthGu9,24542.28,0.00007,0.975,0.05,0,84.33,0.2083,0,0,320.59,0.7917,404.92,133.33,365,-93.41,NO
802,traderusdt,6QbXuFT59Gu9ihxPmUcLFpTfgXwaSxoJPUTcEDkidPAE,24449.86,0.00007,0.975,0.05,0.1,84.02,0.1923,33.62,0.0769,319.38,0.7308,437.02,133.33,365,-61.32,NO
803,tamagotchi,7PNPJyCAi72hqQk6faVSnnPh79fn3rFipcRhX8N4FSa2,24440.59,0.00007,0.975,0,0.1,0,0,33.61,0.0952,319.26,0.9048,352.86,133.33,365,-145.47,NO
804,,8SRc8gaFpmnb2behQp6KXZxrt9KcV56eFTzUDhzk4qei,24363.45,0.00006,0.975,0.05,0.1,83.72,0.1923,33.5,0.0769,318.25,0.7308,435.47,133.33,365,-62.86,NO
805,,J4JhJL3kurhw8RZKhXp3fFTjyd5NX2yCbKDBN1eMh1Uy,24340.09,0.00006,0.975,0.05,0.1,83.64,0.1923,33.47,0.0769,317.95,0.7308,435.05,133.33,365,-63.28,NO
806,Calm Crypto,5rLhUQWKogfKixoUr3XxrMDJEx8FPWBnXCdVgH7YEFGT,24332.95,0.00006,0.975,0.05,0.05,83.61,0.1999,16.73,0.04,317.85,0.7601,418.2,133.33,365,-80.14,NO
807,,61bUK8nWjw4SeDyFARVc1B67gXWwX5Gykfdfi4dMgCYz,24306.7,0.00006,0.975,0,0,0,0,0,0,317.51,1,317.51,133.33,365,-180.82,NO
808,Mesh Validator,mesh3Px7WMi7Dkxke4ZZBULoKHM6sp37wKtg4DwPqPY,24285.12,0.00006,0.976,0.05,0.1,83.45,0.1923,33.39,0.0769,317.23,0.7308,434.07,133.33,365,-64.26,NO
809,,5qdCvzzeCXfGH7EPjfu1fBNjL6DtcwV2w24A2m1xRM9p,24253.6,0.00006,0.976,0.05,0.1,83.34,0.1923,33.35,0.0769,316.82,0.7308,433.51,133.33,365,-64.83,NO
810,CuBe-M,DyDjFYB6i51FMHQvB4eKSwGHmgMxVf1i3FWwANAngqyY,24240.51,0.00006,0.976,0.05,0.1,83.3,0.1923,33.33,0.0769,316.65,0.7308,433.27,133.33,365,-65.06,NO
811,crypto-jack-sparrow,9NZ18GkTnXZug6eXAzpBsmyCsYfAJ7mL9bgUfSJDSAKr,24213.18,0.00006,0.976,0,0.1,0,0,33.29,0.0952,316.29,0.9048,349.58,133.33,365,-148.75,NO
812,FilatovDM,6k6Yo8kmwssvayHTzp8K4jtVwmyRyjvQx6T96DNJAdYH,24210.15,0.00006,0.976,0.05,0.1,83.19,0.1923,33.29,0.0769,316.25,0.7308,432.73,133.33,365,-65.6,NO
813,M4711 Validator,9b9Th2hxmgf49rzs2mQcg1hHoasmQT51DDwUH1jFtPtk,24122.72,0.00006,0.976,0.05,0.1,82.89,0.1923,33.17,0.0769,315.11,0.7308,431.17,133.33,365,-67.17,NO
814,,9kkP5sRnyHD3qkyHykyWwbP9pQQcTWnzLPHtDcRxaE16,24004.64,0.00006,0.976,0.05,0.1,82.49,0.1923,33.01,0.0769,313.56,0.7308,429.06,133.33,365,-69.28,NO
815,KitBull 🐈 MEV + Paladin ⚔️,BLX5PkLh7GsHaqCpLDxiW3UjxfT2GMyteVAhRZBYhCts,23911.32,0.00006,0.976,0,0.1,0,0,32.88,0.0952,312.35,0.9048,345.22,133.33,365,-153.11,NO
816,MomPudge,4K4qpgksvHbKnk8mpMNncHxihMN1ayidQ8odqJKaN7mH,23746.7,0.00006,0.976,0.05,0.08,81.6,0.1953,26.12,0.0625,310.19,0.7422,417.92,133.33,365,-80.42,NO
817,TopReward 0% fee,5DnWqsJceNamPNNUpMnVr1XQ8anSxcj9TXRD5Rn52prJ,23641.53,0.00006,0.976,0,0,0,0,0,0,308.82,1,308.82,133.33,365,-189.51,NO
818,☀️ Turquoise ✅ 0% Fee + Jito MEV,2ZuVhyBsUbTh27LBCQH3BkenjPp86gUZiNBKmhPsTRpT,23521.5,0.00006,0.976,0,0.09,0,0,29.11,0.0865,307.25,0.9135,336.36,133.33,365,-161.97,NO
819,DAZH,4nDMcu6F7zeBfrXcM23JnRQkvqS4oYeyKf9PduoFqGrh,23403,0.00006,0.976,0.05,0.1,80.42,0.1923,32.18,0.0769,305.71,0.7308,418.3,133.33,365,-80.03,NO
820,ParaFi Technologies,pt1LsjkNwqCKdYYfc35ToDkqtEG9pswLTJNaMo8inft,23341.7,0.00006,0.976,0,0.08,0,0,25.68,0.0777,304.9,0.9223,330.58,133.33,365,-167.75,NO
821,ADevRocket,CsfWHXyL85Ur2vsfJcxg8advGyfFa6FbCWMX22qbsqmk,23265.78,0.00006,0.976,0.05,0.1,79.95,0.1923,31.99,0.0769,303.91,0.7308,415.85,133.33,365,-82.48,NO
822,StarStake + MEV,G2Qvt31y3wQDqLvnZTf1Lj91JrZ8rKUhtCP5kVJxXS9,23258.61,0.00006,0.976,0.05,0.08,79.92,0.1953,25.58,0.0625,303.82,0.7422,409.33,133.33,365,-89.01,NO
823,🚀RoCat🚀,7StQWSBg1tCFRqQ2GUEUn9owmZuyacUiD3xQ2djXDFpd,23240.53,0.00006,0.976,0.05,0.1,79.86,0.1923,31.96,0.0769,303.58,0.7308,415.4,133.33,365,-82.93,NO
824,Averonix,4n4KiUuRwgAqdTh6ag8WRy3ibL2gbWTVJPfEGw3SAsHx,23231.79,0.00006,0.977,0.05,0.1,79.83,0.1923,31.94,0.0769,303.47,0.7308,415.24,133.33,365,-83.09,NO
825,,ducZeBYuxQeeHStH1QtNRJV7tKixfKSo7RMR2TeP1Y1,23190,0.00006,0.977,1,1,1593.75,0.7194,318.87,0.1439,302.92,0.1367,2215.54,133.33,365,1717.2,YES
826,vasrox,8d25KBXdovroNVbjRmvDeW7H3QMW2nfZZo7G9zQ693ki,23161.4,0.00006,0.977,0.03,0.1,47.75,0.125,31.85,0.0833,302.55,0.7917,382.15,133.33,365,-116.18,NO
827,Exo Tech,6q1VNp8Vy2Go12vb8CwbjUqqj2SXr2JYftJRWs71sW23,23147.48,0.00006,0.977,0.05,0.1,79.54,0.1923,31.83,0.0769,302.37,0.7308,413.74,133.33,365,-84.6,NO
828,SUNREN,FgiteGaHbA22Wt4Quzv3muscQtvX7gzVwvUHbFnb3rTJ,23143.81,0.00006,0.977,0,0.03,0,0,9.55,0.0306,302.32,0.9694,311.87,133.33,365,-186.47,NO
829,pro100invest,4gg56BTsCSEXW3CLw7BuT31x3ptEjSz6aeVE1Xjby22R,23142.46,0.00006,0.977,0.05,0.1,79.52,0.1923,31.82,0.0769,302.3,0.7308,413.65,133.33,365,-84.69,NO
830,maximka,7rFAeD5UT4fy8cQCnY8Y5F8GW1Wgw345Nxb7diXu5cjG,23142.24,0.00006,0.977,0.05,0.1,79.52,0.1923,31.82,0.0769,302.3,0.7308,413.64,133.33,365,-84.69,NO
831,NastiK,3Qvmhayko5Yn3sSXDsHsMzS8QjdU4CshQF2y6L276kgi,23133.67,0.00006,0.977,0,0,0,0,0,0,302.19,1,302.19,133.33,365,-196.15,NO
832,LAB517,F82nmpcZMdHtMVsLtAGByPavdN5WuEX1hjNwzs3UFuwq,23083.25,0.00006,0.977,0,0.1,0,0,31.74,0.0952,301.53,0.9048,333.27,133.33,365,-165.07,NO
833,,HfXwCe7o66x2bDC9LvXLPcP7FpxcDzDhWzxgrCJ9r44w,23074.5,0.00006,0.977,0.05,0.1,79.29,0.1923,31.73,0.0769,301.41,0.7308,412.43,133.33,365,-85.9,NO
834,Crypto MrBell 🔔,DQRqi1v2un5eSoWxCkheGyVvcxm5LiMnxmSRUXazdGVX,23036.38,0.00006,0.977,0.05,0.1,79.16,0.1923,31.68,0.0769,300.92,0.7308,411.75,133.33,365,-86.58,NO
835,TokenVentures,Rn3ERP5cLVcB4oWRZpoujk5VRPM7SLrM2txPVHGYwn2,23008.95,0.00006,0.977,0.05,0.1,79.07,0.1923,31.64,0.0769,300.56,0.7308,411.26,133.33,365,-87.07,NO
836,Solarius,9FZWpUMfXZ3993g2BfqSFg7xcx9iUCxQwKeYzr2WQCM1,22958.38,0.00006,0.977,0.05,0.1,78.89,0.1923,31.57,0.0769,299.9,0.7308,410.36,133.33,365,-87.98,NO
837,Solana Sentinel,8Bsn6atd2NRbtRvkotzM8aLa8PXWv56SQF6bum2advGF,22931.62,0.00006,0.977,0.05,0.08,78.8,0.1953,25.23,0.0625,299.55,0.7422,403.57,133.33,365,-94.76,NO
838,nik4,6T5kjAEURp7jsEfX6NdQVczDseUgMFHtK349Agouwotq,22876.69,0.00006,0.977,0.05,0.1,78.61,0.1923,31.46,0.0769,298.83,0.7308,408.9,133.33,365,-89.44,NO
839,Bork Validator,6gNdKvKUXLsmGnhYHAa6BRtcirMEM6orhZfikoFVXen9,22875.87,0.00006,0.977,0.05,0.1,78.61,0.1923,31.45,0.0769,298.82,0.7308,408.88,133.33,365,-89.45,NO
840,Ishtar,CtiiCQbRh13cqorWaEimroRznTL2qTytNhzYz53BCnbq,22751.27,0.00006,0.978,0.05,0.1,78.18,0.1923,31.28,0.0769,297.19,0.7308,406.66,133.33,365,-91.68,NO
841,sergiovanni,J4oLW1wjuALZhiDUQeZF4fo9ZMwTCmup6YyjxAxwsjbH,22750.55,0.00006,0.978,0.05,0.1,78.18,0.1923,31.28,0.0769,297.18,0.7308,406.64,133.33,365,-91.69,NO
842,Nelly,ELvd1ayPGicuX9yBNr6tn3V3BUCa12Cme8FDdghcmskf,22735.85,0.00006,0.978,0,0.1,0,0,31.26,0.0952,296.99,0.9048,328.25,133.33,365,-170.08,NO
843,instachelo ALWAYS Zero Fee,HXnHzBUQVZAmovjMb7vbm8G53XS3W4KVrzpF6jiozrJ3,22709.38,0.00006,0.978,0,0.1,0,0,31.23,0.0952,296.64,0.9048,327.87,133.33,365,-170.46,NO
844,shishaonthespot,JAc59DHJCxu9T1xSP1eaMD82aH3jGNqvwQYZkfA4JLy3,22663.84,0.00006,0.978,0.05,0.1,77.88,0.1923,31.16,0.0769,296.05,0.7308,405.09,133.33,365,-93.24,NO
845,Umbrella,8GqyNGq1DGAbQLJCqidEV3cyPzByQdj9Ak5MrVibnu6c,22661.93,0.00006,0.978,0.05,0.1,77.87,0.1923,31.16,0.0769,296.02,0.7308,405.06,133.33,365,-93.28,NO
846,2007x Top 🚀 Validator,6fiUHL6s3iGgp19H7PfbEuJGgu4LQsWMu625fya16xgb,22652.94,0.00006,0.978,0,0.1,0,0,31.15,0.0952,295.91,0.9048,327.06,133.33,365,-171.28,NO
847,✨your operator - 0% fee,6h8UDnJb4Rw7j5ZnszWPE5qKdCmQpXSpbfndzHbzjJ1Q,22637.62,0.00006,0.978,0,0.1,0,0,31.13,0.0952,295.71,0.9048,326.83,133.33,365,-171.5,NO
848,Soph Validator,8AKJkPw4d2XXXy1fjQPvty9ModNrNaqdJJb9ifi7iXAX,22615.27,0.00006,0.978,0.05,0.1,77.71,0.1923,31.1,0.0769,295.42,0.7308,404.22,133.33,365,-94.11,NO
849,Alexandr Threlroth,A2GkHf71SqegGcLmhgs6XzR5YfLh5ZJ2Ci2vKM5SY5WR,22528.1,0.00006,0.978,0.05,0.1,77.41,0.1923,30.98,0.0769,294.28,0.7308,402.67,133.33,365,-95.67,NO
850,greshnikKing,87d9cGc1xHFxoiteZhXjYL48U6B1DAdLhpxXhmVKi1un,22516.38,0.00006,0.978,0.05,0.1,77.37,0.1923,30.96,0.0769,294.12,0.7308,402.46,133.33,365,-95.88,NO
851,Good for SOL,AkTJNhRStpi6FmehZi2tit96vQgXkmgpkfGfrp4krQuN,22440.61,0.00006,0.978,0.02,0.1,30.84,0.0869,30.86,0.087,293.13,0.8261,354.83,133.33,365,-143.5,NO
852,,HFpuMHuQqUY9o5D4g5ByAJKEYQrMLjwcusDNjozXa4Dg,22357.42,0.00006,0.978,0.05,0.1,76.83,0.1923,30.74,0.0769,292.05,0.7308,399.62,133.33,365,-98.72,NO
853,BeeVault,42QPziW5fPVjK2HWX89UE3BbyChbJD5tze2VazQU1qvw,22326.83,0.00006,0.978,0.05,0.1,76.72,0.1923,30.7,0.0769,291.65,0.7308,399.07,133.33,365,-99.26,NO
854,Envbest Validator,GMiBDMmwFRZfxVuHt3bXe6ZF7mGUBGWKXHLfY97NwQ72,22308.38,0.00006,0.978,0.05,0.1,76.66,0.1923,30.67,0.0769,291.41,0.7308,398.74,133.33,365,-99.59,NO
855,Vitaliy.T,5kAKXkZyBpAncEyYxGcn2peRkkCMZh6ZrhopWQXq78Pe,22264.75,0.00006,0.978,0.05,0.1,76.51,0.1923,30.61,0.0769,290.84,0.7308,397.96,133.33,365,-100.37,NO
856,MightyMooseValidator,EGg6LTZDgV9CgpPZnpTTzmebSSyaH91cQ2eoiDxiJPvm,22245.31,0.00006,0.978,0,0.08,0,0,24.47,0.0777,290.58,0.9223,315.05,133.33,365,-183.28,NO
857,JI2 Validator,F9PZNSEtgbqmgsa4mkgkAuLFYQ8nHzn1UqubJQiLkBn3,22234.76,0.00006,0.979,0.05,0.1,76.4,0.1923,30.57,0.0769,290.44,0.7308,397.42,133.33,365,-100.91,NO
858,Cryptonic,mitDy3gnfY2kcvvrHygv3qsU5i6QqNve3cw6LDibRS2,22211.52,0.00006,0.979,0,0.1,0,0,30.54,0.0952,290.14,0.9048,320.68,133.33,365,-177.65,NO
859,Sponge,G9oM5tuM9E9r4Q9N5cNbm7NbT8bGuaQFdJ7QTPXVYHeJ,22181.35,0.00006,0.979,0.05,0.1,76.22,0.1923,30.5,0.0769,289.75,0.7308,396.47,133.33,365,-101.86,NO
860,Dima_FantomasUA,AUTnPgB8m6qsctP9RRAcmnVrLSpZbBYB8nQAzYUN5j8q,22112.76,0.00006,0.979,0,0.1,0,0,30.41,0.0952,288.85,0.9048,319.26,133.33,365,-179.08,NO
861,lapsky,dcwMB2qjmAwid5KNo2qquBPyDxzdLfe9io8JAxeRU5m,22091.02,0.00006,0.979,0.05,0.1,75.91,0.1923,30.38,0.0769,288.57,0.7308,394.85,133.33,365,-103.48,NO
862,NeuralNode 0% fee + MEV Validator,5cYwwC8dmQ2tvtjDueHrU2B6NvmTHmoimsNGeGXVbkP8,22056.53,0.00006,0.979,0,0.1,0,0,30.33,0.0952,288.12,0.9048,318.44,133.33,365,-179.89,NO
863,Kotofix 0%,8EfUy8zz6DF2iTMQCUe4QAnoq4jVUzfU1yvZMCr2yJ7m,21986.44,0.00006,0.979,0,0.1,0,0,30.23,0.0952,287.2,0.9048,317.43,133.33,365,-180.9,NO
864,NannyNode,FKCcfoLt2pq7boiNqRGucVq5LE1K5Dt4HALCx2WbEQkv,21962.56,0.00006,0.979,0.05,0.1,75.47,0.1923,30.2,0.0769,286.89,0.7308,392.56,133.33,365,-105.78,NO
865,🐱 Purrfect Validator 🐱,9FNVvTw3kPyb3239RKakAXUfkmZzi5TDnH4hdwksRBig,21947.52,0.00006,0.979,0,0.1,0,0,30.18,0.0952,286.69,0.9048,316.87,133.33,365,-181.46,NO
866,Raomal,8b3JPQtHbw8MBJQNwUDVXC6xfaL26UNx6WA3GShGy5Vw,21931.65,0.00006,0.979,0,0.1,0,0,30.16,0.0952,286.49,0.9048,316.64,133.33,365,-181.69,NO
867,Moonshine,AMZPPHg2Ht7PBMQuzwrk9FAx47xZVPwxSstC4GcuhfKo,21893.54,0.00006,0.979,0,0.1,0,0,30.1,0.0952,285.99,0.9048,316.09,133.33,365,-182.24,NO
868,Captain Alex,AAfutJ61CwSB4Y1t5iBPVRRaq33nCDEot4WxbdQ6Bahn,21876.01,0.00006,0.979,0,0.1,0,0,30.08,0.0952,285.76,0.9048,315.84,133.33,365,-182.49,NO
869,MSK,Fx9gdBmp4Rer7rxu139ofGKcx3iffKS91gg2kFUeBvjD,21871.04,0.00006,0.979,0.05,0.1,75.16,0.1923,30.07,0.0769,285.69,0.7308,390.92,133.33,365,-107.41,NO
870,SharkLabs,sh4rko7QjstESbderAwDEGitkXuuHdXLK4h8BQkr81i,21870.4,0.00006,0.979,0,0,0,0,0,0,285.69,1,285.69,133.33,365,-212.65,NO
871,Viki | Fee-Free 💫,Bewcdni677FmBYHE49XWmCZx7NJJKDRjnvwKJt8FKMqg,21834.9,0.00006,0.979,0,0.1,0,0,30.02,0.0952,285.22,0.9048,315.24,133.33,365,-183.09,NO
872,,Gk8yrBiy3gBWCgnHaXcEeMEyCZf9sK3kvTaSdAQAj7zm,21828.23,0.00006,0.979,0.05,0.1,75.01,0.1923,30.01,0.0769,285.13,0.7308,390.16,133.33,365,-108.18,NO
873,AirStaking,Ea3QDFfHSEPbTDKPaDSKwcYYK4unXR5HEuqeiQKU5Scr,21795.82,0.00006,0.979,0.05,0.1,74.9,0.1923,29.97,0.0769,284.71,0.7308,389.58,133.33,365,-108.76,NO
874,SergPorto,9PzBVUpbEGcGxnjxq4WvJMnScwvQTY2wFrfMZv8FEPjC,21794.31,0.00006,0.98,0,0.08,0,0,23.97,0.0777,284.69,0.9223,308.67,133.33,365,-189.67,NO
875,FERZb,kpkkSzKLha44i5ij2eyTf8Aju9eQTEixeR8ktmvtDgT,21779.61,0.00006,0.98,0.05,0.1,74.84,0.1923,29.95,0.0769,284.5,0.7308,389.29,133.33,365,-109.05,NO
876,DSRV,2mxWiqtwdpE8zgkWxwFaJLn127dbuuHY4D32d8A6UnPL,21761.74,0.00006,0.98,0.05,0,74.78,0.2083,0,0,284.27,0.7917,359.05,133.33,365,-139.29,NO
877,Solissoul,9V3Yy2fYZt65so3xg6wmnUiG1mDQvgkTJYTsn3YPkgLH,21758.26,0.00006,0.98,0.05,0.1,74.77,0.1923,29.92,0.0769,284.22,0.7308,388.91,133.33,365,-109.43,NO
878,lanatalka,H3PePkvEDsq7kUaHttsjkjxHf2Cwiay1cyLJhakstg99,21755.11,0.00006,0.98,0.05,0.1,74.76,0.1923,29.91,0.0769,284.18,0.7308,388.85,133.33,365,-109.48,NO
879,[OLHA:ROOT],6wLyyZDBRy88MhyfNK1qjqWjihfdcZWksSHiYecZ3ArH,21736.77,0.00006,0.98,0,0.1,0,0,29.89,0.0952,283.94,0.9048,313.83,133.33,365,-184.51,NO
880,TKTN Palidator,F1uC4BM1KbAHfpcJALXcZNvuxqbrYkC3Mt5ka8tcf5Hj,21671.3,0.00006,0.98,0.05,0.1,74.47,0.1923,29.8,0.0769,283.08,0.7308,387.35,133.33,365,-110.98,NO
881,valer amor,ESjX2jRuvdr2a47JfEKjP24gNsgreE9PvSpkw4t5Xn2M,21661.23,0.00006,0.98,0.05,0.1,74.43,0.1923,29.78,0.0769,282.95,0.7308,387.17,133.33,365,-111.16,NO
882,firstblock.network,HpeyxYuEXXdB7Xx58pWN6o6aKdw6mxSRBHYAZpXsdkpS,21641.17,0.00006,0.98,0.05,0.1,74.37,0.1923,29.76,0.0769,282.69,0.7308,386.81,133.33,365,-111.52,NO
883,CamiLLe 🐘 + MEV rewards,4ysUQbvWDjUdRprcjaBEH4V2VqPJgrPSwRsS6ATTMbiB,21635.81,0.00006,0.98,0,0.1,0,0,29.75,0.0952,282.62,0.9048,312.37,133.33,365,-185.96,NO
884,blockconsens.us,AZUYzQX7nrbN1iE25YsSCSZAywZcyr1C1anMnwZtaqX9,21607.44,0.00006,0.98,0.05,0.1,74.25,0.1923,29.71,0.0769,282.25,0.7308,386.21,133.33,365,-112.12,NO
885,Nautilus,5woJQ7GLyexhbpT8wzQQV8keYgFhZaJWKf3QGHS4YPmd,21592.76,0.00006,0.98,0.05,0.1,74.2,0.1923,29.69,0.0769,282.06,0.7308,385.95,133.33,365,-112.39,NO
886,Venovi,8NQEDxYxwUEPQk1yKFJEGHvYj22Je5xUQWLPkHfKkwrD,21471.75,0.00006,0.98,0.05,0,73.78,0.2083,0,0,280.48,0.7917,354.26,133.33,365,-144.07,NO
887,,3kV8UahWWN7Fh41PddYczuismJSLjtrKhYRZW5RUqiEK,21470.86,0.00006,0.98,0.05,0.1,73.78,0.1923,29.52,0.0769,280.47,0.7308,383.77,133.33,365,-114.56,NO
888,NODE WIF HAT,BpoqTRHu5K2XZEJe4EicRnyYabeBLG9TVekBXiHXSXTi,21435.6,0.00006,0.98,0.05,0.1,73.66,0.1923,29.47,0.0769,280.01,0.7308,383.14,133.33,365,-115.19,NO
889,LegendsGroup,5zjXNe2uvviFsxqEqAWKKZ9EhcwegCDjrjxQ9GEW4NyU,21429.62,0.00006,0.98,0.05,0.08,73.64,0.1953,23.57,0.0625,279.93,0.7422,377.14,133.33,365,-121.19,NO
890,RockX,AGXZemZbyZjz5NBhufcob2pf8AXnr9HaGFUGNCfooWrB,21387.82,0.00006,0.98,0.05,0,73.49,0.2083,0,0,279.38,0.7917,352.88,133.33,365,-145.46,NO
891,Justake Juggernaut,AumDzwu4mvm8TthHRcKjCGAWMBbEutMYE3tsPqArue7g,21376.54,0.00006,0.981,0.05,0.1,73.46,0.1923,29.39,0.0769,279.23,0.7308,382.08,133.33,365,-116.25,NO
892,,42U2eB71MKU7mqVpy5b63meM7Pd4YBqwAGSDevjJ9E9z,21371.27,0.00006,0.981,0.05,0.1,73.44,0.1923,29.39,0.0769,279.17,0.7308,381.99,133.33,365,-116.34,NO
893,,5TFdzjKE6LnkhQArxWjt26yVCXskPo3fUXE8F351Cfn7,21363.06,0.00006,0.981,0.05,0.1,73.41,0.1923,29.37,0.0769,279.06,0.7308,381.84,133.33,365,-116.49,NO
894,malise800,9MDcVy7CjbNuxUvSzeUFbppSP1XWzXGTPo1PiC4CqtGM,21355.27,0.00006,0.981,0.05,0.1,73.38,0.1923,29.36,0.0769,278.96,0.7308,381.7,133.33,365,-116.63,NO
895,brane226,7yXM5mUSAtBuh2TcCABvSJa3LouZ8wcLps5zTEMiwxvj,21353.23,0.00006,0.981,0.05,0.1,73.38,0.1923,29.36,0.0769,278.93,0.7308,381.67,133.33,365,-116.67,NO
896,stakely,BmMVRAVef2qmJ1tJpG3JwRUtnfEiTbvDw9ZeFEi4wE7D,21349.88,0.00006,0.981,0.05,0.08,73.36,0.1953,23.49,0.0625,278.89,0.7422,375.74,133.33,365,-122.6,NO
897,BCB Credit,5Ri6yTqus7LdDaYGAVNGStC77BHZuQy8F6fYsp5cC7Vf,21324.65,0.00006,0.981,0.05,0.1,73.28,0.1923,29.32,0.0769,278.56,0.7308,381.16,133.33,365,-117.18,NO
898,Kairos Research X Firstset,Hx4UJCvf8amGeuW9fPFfTckRoznDHxPSYiU9HuUSZKLT,21320.78,0.00006,0.981,0.05,0.1,73.26,0.1923,29.32,0.0769,278.51,0.7308,381.09,133.33,365,-117.25,NO
899,Crypto Plant,EJ59wFK3qPrnsFFSpZ7jSwCnXe8hVQ12heXYUqry7Muc,21254.65,0.00006,0.981,0.05,0.1,73.04,0.1923,29.23,0.0769,277.64,0.7308,379.9,133.33,365,-118.43,NO
900,IT-DEX exchange,2ueVedJz8CZm85wet8vxPGX2bD3VrhB9oXk46ym9rcDA,21201.86,0.00006,0.981,0.05,0.1,72.86,0.1923,29.15,0.0769,276.95,0.7308,378.96,133.33,365,-119.37,NO
901,Pr-k_Zadov Mainnet,Gd5ngiHe5vQbDW6EbQ1wNNsvumwL1M3ranZ3xh4Wy8Hm,21195.06,0.00006,0.981,0.05,0.1,72.83,0.1923,29.14,0.0769,276.86,0.7308,378.84,133.33,365,-119.49,NO
902,Synergy,ANRnEc3NFWyDFkJNHPnts9XAT1odt931qbgzMsSGdE1z,21181.02,0.00006,0.981,0.05,0.08,72.78,0.1953,23.3,0.0625,276.68,0.7422,372.76,133.33,365,-125.57,NO
903,CyberAlex 👑 MEV,VaCdXKupamusfRsDf9Ai7e8Up36Z4f3MP6SqhnM7c76,21172.61,0.00006,0.981,0.05,0.1,72.76,0.1923,29.11,0.0769,276.57,0.7308,378.44,133.33,365,-119.9,NO
904,xXx with ⓿% fee + 💯% Jito MEV rewards!,6p7SQ6D3ACRYDM7x5Pjb9xa6sChaD3ZBoZxXpR2LyUZ7,21160.59,0.00006,0.981,0,0,0,0,0,0,276.41,1,276.41,133.33,365,-221.92,NO
905,DriveSol,9DR48EtgDzh3Gx5HiiQikZn9c2y12casm1bcUMuurV2x,21138.41,0.00006,0.981,0.05,0.1,72.64,0.1923,29.07,0.0769,276.12,0.7308,377.83,133.33,365,-120.51,NO
906,Red Rose Sol,7rwEPPMQgHr3mn5nQX27SADt3tR8yucBgsNapYdrqRhB,21134.34,0.00006,0.981,0.05,0.1,72.62,0.1923,29.06,0.0769,276.07,0.7308,377.75,133.33,365,-120.58,NO
907,4t2,CwrJAdkEp7fibRs8Th989tX8gFyJo88jVoK9HmaSCkP7,21079.89,0.00006,0.981,0.05,0.1,72.44,0.1923,28.99,0.0769,275.36,0.7308,376.78,133.33,365,-121.55,NO
908,gunray,LneJvrSDJGqfpbsKHPfyaxSPecBtqRHTJnwyBzG4vPC,21058.04,0.00006,0.981,0.05,0.1,72.36,0.1923,28.96,0.0769,275.07,0.7308,376.39,133.33,365,-121.94,NO
909,,9QFvZhLvpbcFJTPkKq5wTWR2DGTXqrsP8z9igPgjSsZ1,21048.56,0.00006,0.982,0,0,0,0,0,0,274.95,1,274.95,133.33,365,-223.38,NO
